plate,well,image,model_count,mcount_count,nice_count,true_count,has_invalid_segment,abs_pct_error,signed_pct_error,mcount_abs_pct_error,mcount_signed_pct_error,nice_abs_pct_error,nice_signed_pct_error,is_training_well
image_7,B9,image_7__B9.jpg,20,21,17,21,False,4.761904761904762,-4.761904761904762,0.0,0.0,19.047619047619047,-19.047619047619047,False
image_7,B10,image_7__B10.jpg,21,21,15,21,True,,,,,,,False
image_7,B11,image_7__B11.jpg,14,13,11,12,True,,,,,,,False
image_7,B12,image_7__B12.jpg,16,15,15,16,False,0.0,0.0,6.25,-6.25,6.25,-6.25,False
image_7,C1,image_7__C1.jpg,0,0,0,0,False,,,,,,,False
image_7,C2,image_7__C2.jpg,26,25,20,26,False,0.0,0.0,3.8461538461538463,-3.8461538461538463,23.076923076923077,-23.076923076923077,False
image_7,C3,image_7__C3.jpg,12,14,12,14,False,14.285714285714285,-14.285714285714285,0.0,0.0,14.285714285714285,-14.285714285714285,False
image_7,C4,image_7__C4.jpg,26,25,22,25,True,,,,,,,False
image_7,C5,image_7__C5.jpg,14,14,12,14,False,0.0,0.0,0.0,0.0,14.285714285714285,-14.285714285714285,False
image_7,C6,image_7__C6.jpg,25,25,22,25,False,0.0,0.0,0.0,0.0,12.0,-12.0,False
image_7,C7,image_7__C7.jpg,19,19,17,19,False,0.0,0.0,0.0,0.0,10.526315789473683,-10.526315789473683,False
image_7,C8,image_7__C8.jpg,21,19,18,17,True,,,,,,,False
image_7,C9,image_7__C9.jpg,27,26,22,27,False,0.0,0.0,3.7037037037037033,-3.7037037037037033,18.51851851851852,-18.51851851851852,False
image_7,C10,image_7__C10.jpg,14,14,12,14,True,,,,,,,False
image_7,C11,image_7__C11.jpg,25,25,21,25,False,0.0,0.0,0.0,0.0,16.0,-16.0,False
image_7,C12,image_7__C12.jpg,21,21,19,21,False,0.0,0.0,0.0,0.0,9.523809523809524,-9.523809523809524,False
image_7,D1,image_7__D1.jpg,30,30,25,30,False,0.0,0.0,0.0,0.0,16.666666666666664,-16.666666666666664,False
image_7,D2,image_7__D2.jpg,21,20,17,21,False,0.0,0.0,4.761904761904762,-4.761904761904762,19.047619047619047,-19.047619047619047,False
image_7,D3,image_7__D3.jpg,21,21,21,21,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_7,D4,image_7__D4.jpg,25,24,22,24,False,4.166666666666666,4.166666666666666,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_7,D5,image_7__D5.jpg,15,15,14,15,False,0.0,0.0,0.0,0.0,6.666666666666667,-6.666666666666667,False
image_7,D6,image_7__D6.jpg,28,28,27,28,False,0.0,0.0,0.0,0.0,3.571428571428571,-3.571428571428571,False
image_7,D7,image_7__D7.jpg,28,27,23,28,False,0.0,0.0,3.571428571428571,-3.571428571428571,17.857142857142858,-17.857142857142858,False
image_7,D8,image_7__D8.jpg,24,24,22,24,False,0.0,0.0,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_7,D9,image_7__D9.jpg,28,27,22,28,False,0.0,0.0,3.571428571428571,-3.571428571428571,21.428571428571427,-21.428571428571427,False
image_7,D10,image_7__D10.jpg,30,28,26,28,False,7.142857142857142,7.142857142857142,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_7,D11,image_7__D11.jpg,20,20,18,20,False,0.0,0.0,0.0,0.0,10.0,-10.0,False
image_7,D12,image_7__D12.jpg,17,18,15,17,False,0.0,0.0,5.88235294117647,5.88235294117647,11.76470588235294,-11.76470588235294,False
image_7,E1,image_7__E1.jpg,22,22,19,22,False,0.0,0.0,0.0,0.0,13.636363636363635,-13.636363636363635,False
image_7,E2,image_7__E2.jpg,22,22,18,22,False,0.0,0.0,0.0,0.0,18.181818181818183,-18.181818181818183,False
image_7,E3,image_7__E3.jpg,24,23,20,24,False,0.0,0.0,4.166666666666666,-4.166666666666666,16.666666666666664,-16.666666666666664,False
image_7,E4,image_7__E4.jpg,24,22,22,24,False,0.0,0.0,8.333333333333332,-8.333333333333332,8.333333333333332,-8.333333333333332,False
image_7,E5,image_7__E5.jpg,23,23,19,23,False,0.0,0.0,0.0,0.0,17.391304347826086,-17.391304347826086,False
image_7,E6,image_7__E6.jpg,18,17,18,17,False,5.88235294117647,5.88235294117647,0.0,0.0,5.88235294117647,5.88235294117647,False
image_7,E7,image_7__E7.jpg,28,27,24,28,False,0.0,0.0,3.571428571428571,-3.571428571428571,14.285714285714285,-14.285714285714285,False
image_7,E8,image_7__E8.jpg,15,14,14,15,False,0.0,0.0,6.666666666666667,-6.666666666666667,6.666666666666667,-6.666666666666667,False
image_7,E9,image_7__E9.jpg,22,22,19,22,False,0.0,0.0,0.0,0.0,13.636363636363635,-13.636363636363635,False
image_7,E10,image_7__E10.jpg,29,29,23,29,False,0.0,0.0,0.0,0.0,20.689655172413794,-20.689655172413794,False
image_7,E11,image_7__E11.jpg,23,23,21,23,False,0.0,0.0,0.0,0.0,8.695652173913043,-8.695652173913043,False
image_7,E12,image_7__E12.jpg,19,20,18,19,False,0.0,0.0,5.263157894736842,5.263157894736842,5.263157894736842,-5.263157894736842,False
image_7,F1,image_7__F1.jpg,12,13,12,12,False,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,False
image_7,F2,image_7__F2.jpg,15,15,13,15,False,0.0,0.0,0.0,0.0,13.333333333333334,-13.333333333333334,False
image_7,F3,image_7__F3.jpg,22,22,21,22,False,0.0,0.0,0.0,0.0,4.545454545454546,-4.545454545454546,False
image_7,F4,image_7__F4.jpg,24,23,23,24,False,0.0,0.0,4.166666666666666,-4.166666666666666,4.166666666666666,-4.166666666666666,False
image_7,F5,image_7__F5.jpg,29,29,23,29,False,0.0,0.0,0.0,0.0,20.689655172413794,-20.689655172413794,False
image_7,F6,image_7__F6.jpg,33,30,24,32,False,3.125,3.125,6.25,-6.25,25.0,-25.0,False
image_7,F7,image_7__F7.jpg,24,23,21,24,False,0.0,0.0,4.166666666666666,-4.166666666666666,12.5,-12.5,False
image_7,F8,image_7__F8.jpg,22,22,18,20,True,,,,,,,False
image_7,F9,image_7__F9.jpg,25,24,21,26,False,3.8461538461538463,-3.8461538461538463,7.6923076923076925,-7.6923076923076925,19.230769230769234,-19.230769230769234,False
image_7,F10,image_7__F10.jpg,23,23,21,23,False,0.0,0.0,0.0,0.0,8.695652173913043,-8.695652173913043,False
image_7,F11,image_7__F11.jpg,19,19,17,19,False,0.0,0.0,0.0,0.0,10.526315789473683,-10.526315789473683,False
image_7,F12,image_7__F12.jpg,30,28,25,31,False,3.225806451612903,-3.225806451612903,9.67741935483871,-9.67741935483871,19.35483870967742,-19.35483870967742,False
image_7,G1,image_7__G1.jpg,18,18,16,18,False,0.0,0.0,0.0,0.0,11.11111111111111,-11.11111111111111,False
image_7,G2,image_7__G2.jpg,20,20,19,21,False,4.761904761904762,-4.761904761904762,4.761904761904762,-4.761904761904762,9.523809523809524,-9.523809523809524,False
image_7,G3,image_7__G3.jpg,26,25,22,25,False,4.0,4.0,0.0,0.0,12.0,-12.0,False
image_7,G4,image_7__G4.jpg,31,30,29,30,False,3.3333333333333335,3.3333333333333335,0.0,0.0,3.3333333333333335,-3.3333333333333335,False
image_7,G5,image_7__G5.jpg,22,19,17,19,True,,,,,,,False
image_7,G6,image_7__G6.jpg,19,19,20,19,False,0.0,0.0,0.0,0.0,5.263157894736842,5.263157894736842,False
image_7,G7,image_7__G7.jpg,19,20,19,19,True,,,,,,,False
image_7,G8,image_7__G8.jpg,25,23,17,25,False,0.0,0.0,8.0,-8.0,32.0,-32.0,False
image_7,G9,image_7__G9.jpg,24,23,21,24,False,0.0,0.0,4.166666666666666,-4.166666666666666,12.5,-12.5,False
image_7,G10,image_7__G10.jpg,21,21,20,21,False,0.0,0.0,0.0,0.0,4.761904761904762,-4.761904761904762,False
image_7,G11,image_7__G11.jpg,16,16,15,16,False,0.0,0.0,0.0,0.0,6.25,-6.25,False
image_7,G12,image_7__G12.jpg,18,18,17,18,False,0.0,0.0,0.0,0.0,5.555555555555555,-5.555555555555555,False
image_7,H1,image_7__H1.jpg,71,63,48,56,True,,,,,,,False
image_7,H2,image_7__H2.jpg,24,24,23,24,False,0.0,0.0,0.0,0.0,4.166666666666666,-4.166666666666666,False
image_7,H3,image_7__H3.jpg,19,19,16,19,False,0.0,0.0,0.0,0.0,15.789473684210526,-15.789473684210526,False
image_7,H4,image_7__H4.jpg,23,23,19,23,False,0.0,0.0,0.0,0.0,17.391304347826086,-17.391304347826086,False
image_7,H5,image_7__H5.jpg,14,14,14,14,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_7,H6,image_7__H6.jpg,26,25,23,23,True,,,,,,,False
image_7,H7,image_7__H7.jpg,17,17,15,17,False,0.0,0.0,0.0,0.0,11.76470588235294,-11.76470588235294,False
image_7,H8,image_7__H8.jpg,15,15,13,15,False,0.0,0.0,0.0,0.0,13.333333333333334,-13.333333333333334,False
image_7,H9,image_7__H9.jpg,24,23,20,23,False,4.3478260869565215,4.3478260869565215,0.0,0.0,13.043478260869565,-13.043478260869565,False
image_7,H10,image_7__H10.jpg,21,20,18,21,False,0.0,0.0,4.761904761904762,-4.761904761904762,14.285714285714285,-14.285714285714285,False
image_7,H11,image_7__H11.jpg,18,18,17,18,False,0.0,0.0,0.0,0.0,5.555555555555555,-5.555555555555555,False
image_7,H12,image_7__H12.jpg,27,26,24,27,False,0.0,0.0,3.7037037037037033,-3.7037037037037033,11.11111111111111,-11.11111111111111,False
image_8,A1,image_8__A1.jpg,59,52,44,57,False,3.508771929824561,3.508771929824561,8.771929824561402,-8.771929824561402,22.807017543859647,-22.807017543859647,False
image_8,A2,image_8__A2.jpg,73,61,46,71,False,2.8169014084507045,2.8169014084507045,14.084507042253522,-14.084507042253522,35.2112676056338,-35.2112676056338,False
image_8,A3,image_8__A3.jpg,57,55,38,57,True,,,,,,,False
image_8,A4,image_8__A4.jpg,57,54,40,55,True,,,,,,,False
image_8,A5,image_8__A5.jpg,75,68,53,76,True,,,,,,,False
image_8,A6,image_8__A6.jpg,64,64,44,47,True,,,,,,,False
image_8,A7,image_8__A7.jpg,36,36,28,35,True,,,,,,,False
image_8,A8,image_8__A8.jpg,58,51,42,50,True,,,,,,,False
image_8,A9,image_8__A9.jpg,52,50,39,50,True,,,,,,,False
image_8,A10,image_8__A10.jpg,35,34,29,33,True,,,,,,,False
image_8,A11,image_8__A11.jpg,40,39,35,37,True,,,,,,,False
image_8,A12,image_8__A12.jpg,60,57,43,58,True,,,,,,,False
image_8,B1,image_8__B1.jpg,65,53,42,61,False,6.557377049180328,6.557377049180328,13.114754098360656,-13.114754098360656,31.147540983606557,-31.147540983606557,False
image_8,B2,image_8__B2.jpg,38,37,30,38,False,0.0,0.0,2.631578947368421,-2.631578947368421,21.052631578947366,-21.052631578947366,False
image_8,B3,image_8__B3.jpg,63,59,46,64,False,1.5625,-1.5625,7.8125,-7.8125,28.125,-28.125,False
image_8,B4,image_8__B4.jpg,67,63,49,68,False,1.4705882352941175,-1.4705882352941175,7.352941176470589,-7.352941176470589,27.941176470588236,-27.941176470588236,False
image_8,B5,image_8__B5.jpg,34,36,29,32,True,,,,,,,False
image_8,B6,image_8__B6.jpg,53,52,43,51,True,,,,,,,False
image_8,B7,image_8__B7.jpg,55,51,42,44,True,,,,,,,False
image_8,B8,image_8__B8.jpg,55,55,44,52,True,,,,,,,False
image_8,B9,image_8__B9.jpg,59,53,41,63,False,6.349206349206349,-6.349206349206349,15.873015873015872,-15.873015873015872,34.92063492063492,-34.92063492063492,False
image_8,B10,image_8__B10.jpg,65,60,41,64,False,1.5625,1.5625,6.25,-6.25,35.9375,-35.9375,False
image_8,B11,image_8__B11.jpg,51,48,38,46,True,,,,,,,False
image_8,B12,image_8__B12.jpg,53,50,41,50,True,,,,,,,False
image_8,C1,image_8__C1.jpg,0,0,0,0,False,,,,,,,False
image_8,C2,image_8__C2.jpg,68,61,47,66,False,3.0303030303030303,3.0303030303030303,7.575757575757576,-7.575757575757576,28.78787878787879,-28.78787878787879,False
image_8,C3,image_8__C3.jpg,59,56,42,60,False,1.6666666666666667,-1.6666666666666667,6.666666666666667,-6.666666666666667,30.0,-30.0,False
image_8,C4,image_8__C4.jpg,61,56,47,57,True,,,,,,,False
image_8,C5,image_8__C5.jpg,57,54,43,49,True,,,,,,,False
image_8,C6,image_8__C6.jpg,39,36,27,41,False,4.878048780487805,-4.878048780487805,12.195121951219512,-12.195121951219512,34.146341463414636,-34.146341463414636,False
image_8,C7,image_8__C7.jpg,58,53,44,58,True,,,,,,,False
image_8,C8,image_8__C8.jpg,47,42,35,47,True,,,,,,,False
image_8,C9,image_8__C9.jpg,41,38,32,40,False,2.5,2.5,5.0,-5.0,20.0,-20.0,False
image_8,C10,image_8__C10.jpg,36,35,33,33,True,,,,,,,False
image_8,C11,image_8__C11.jpg,49,46,36,37,True,,,,,,,False
image_8,C12,image_8__C12.jpg,43,43,32,40,True,,,,,,,False
image_8,D1,image_8__D1.jpg,70,64,47,59,True,,,,,,,False
image_8,D2,image_8__D2.jpg,58,56,39,57,False,1.7543859649122806,1.7543859649122806,1.7543859649122806,-1.7543859649122806,31.57894736842105,-31.57894736842105,False
image_8,D3,image_8__D3.jpg,57,49,39,50,True,,,,,,,False
image_8,D4,image_8__D4.jpg,66,60,43,63,True,,,,,,,False
image_8,D5,image_8__D5.jpg,57,53,37,54,True,,,,,,,False
image_8,D6,image_8__D6.jpg,53,53,41,52,True,,,,,,,False
image_8,D7,image_8__D7.jpg,53,50,40,46,True,,,,,,,False
image_8,D8,image_8__D8.jpg,52,47,37,54,False,3.7037037037037033,-3.7037037037037033,12.962962962962962,-12.962962962962962,31.48148148148148,-31.48148148148148,False
image_8,D9,image_8__D9.jpg,54,53,43,52,True,,,,,,,False
image_8,D10,image_8__D10.jpg,53,53,43,53,True,,,,,,,False
image_8,D11,image_8__D11.jpg,42,41,34,43,False,2.3255813953488373,-2.3255813953488373,4.651162790697675,-4.651162790697675,20.930232558139537,-20.930232558139537,False
image_8,D12,image_8__D12.jpg,60,55,44,55,True,,,,,,,False
image_8,E1,image_8__E1.jpg,61,54,44,61,False,0.0,0.0,11.475409836065573,-11.475409836065573,27.86885245901639,-27.86885245901639,False
image_8,E2,image_8__E2.jpg,59,52,41,56,False,5.357142857142857,5.357142857142857,7.142857142857142,-7.142857142857142,26.785714285714285,-26.785714285714285,False
image_8,E3,image_8__E3.jpg,60,56,48,60,False,0.0,0.0,6.666666666666667,-6.666666666666667,20.0,-20.0,False
image_8,E4,image_8__E4.jpg,55,53,42,56,False,1.7857142857142856,-1.7857142857142856,5.357142857142857,-5.357142857142857,25.0,-25.0,False
image_8,E5,image_8__E5.jpg,63,54,38,58,True,,,,,,,False
image_8,E6,image_8__E6.jpg,60,57,48,60,False,0.0,0.0,5.0,-5.0,20.0,-20.0,False
image_8,E7,image_8__E7.jpg,69,67,56,71,False,2.8169014084507045,-2.8169014084507045,5.633802816901409,-5.633802816901409,21.12676056338028,-21.12676056338028,False
image_8,E8,image_8__E8.jpg,67,57,47,60,True,,,,,,,False
image_8,E9,image_8__E9.jpg,44,44,37,44,False,0.0,0.0,0.0,0.0,15.909090909090908,-15.909090909090908,False
image_8,E10,image_8__E10.jpg,54,54,44,47,True,,,,,,,False
image_8,E11,image_8__E11.jpg,63,57,44,60,True,,,,,,,False
image_8,E12,image_8__E12.jpg,52,47,34,50,True,,,,,,,False
image_8,F1,image_8__F1.jpg,58,53,45,61,False,4.918032786885246,-4.918032786885246,13.114754098360656,-13.114754098360656,26.229508196721312,-26.229508196721312,False
image_8,F2,image_8__F2.jpg,63,57,45,64,False,1.5625,-1.5625,10.9375,-10.9375,29.6875,-29.6875,False
image_8,F3,image_8__F3.jpg,58,52,40,58,False,0.0,0.0,10.344827586206897,-10.344827586206897,31.03448275862069,-31.03448275862069,False
image_8,F4,image_8__F4.jpg,53,50,37,52,True,,,,,,,False
image_8,F5,image_8__F5.jpg,57,53,40,55,True,,,,,,,False
image_8,F6,image_8__F6.jpg,55,52,43,56,False,1.7857142857142856,-1.7857142857142856,7.142857142857142,-7.142857142857142,23.214285714285715,-23.214285714285715,False
image_8,F7,image_8__F7.jpg,57,53,40,54,True,,,,,,,False
image_8,F8,image_8__F8.jpg,50,45,35,45,True,,,,,,,False
image_8,F9,image_8__F9.jpg,69,61,45,70,False,1.4285714285714286,-1.4285714285714286,12.857142857142856,-12.857142857142856,35.714285714285715,-35.714285714285715,False
image_8,F10,image_8__F10.jpg,65,57,44,66,False,1.5151515151515151,-1.5151515151515151,13.636363636363635,-13.636363636363635,33.33333333333333,-33.33333333333333,False
image_8,F11,image_8__F11.jpg,52,50,46,53,False,1.8867924528301887,-1.8867924528301887,5.660377358490567,-5.660377358490567,13.20754716981132,-13.20754716981132,False
image_8,F12,image_8__F12.jpg,70,62,49,69,False,1.4492753623188406,1.4492753623188406,10.144927536231885,-10.144927536231885,28.985507246376812,-28.985507246376812,False
image_8,G1,image_8__G1.jpg,52,49,37,56,False,7.142857142857142,-7.142857142857142,12.5,-12.5,33.92857142857143,-33.92857142857143,False
image_8,G2,image_8__G2.jpg,69,62,45,69,False,0.0,0.0,10.144927536231885,-10.144927536231885,34.78260869565217,-34.78260869565217,False
image_8,G3,image_8__G3.jpg,57,55,40,58,False,1.7241379310344827,-1.7241379310344827,5.172413793103448,-5.172413793103448,31.03448275862069,-31.03448275862069,False
image_8,G4,image_8__G4.jpg,40,37,31,40,False,0.0,0.0,7.5,-7.5,22.5,-22.5,False
image_8,G5,image_8__G5.jpg,73,63,49,53,True,,,,,,,False
image_8,G6,image_8__G6.jpg,48,43,38,49,False,2.0408163265306123,-2.0408163265306123,12.244897959183673,-12.244897959183673,22.448979591836736,-22.448979591836736,False
image_8,G7,image_8__G7.jpg,58,54,41,59,False,1.694915254237288,-1.694915254237288,8.47457627118644,-8.47457627118644,30.508474576271187,-30.508474576271187,False
image_8,G8,image_8__G8.jpg,52,45,41,51,True,,,,,,,False
image_8,G9,image_8__G9.jpg,50,49,42,50,False,0.0,0.0,2.0,-2.0,16.0,-16.0,False
image_8,G10,image_8__G10.jpg,58,57,49,59,False,1.694915254237288,-1.694915254237288,3.389830508474576,-3.389830508474576,16.94915254237288,-16.94915254237288,False
image_8,G11,image_8__G11.jpg,46,43,33,48,False,4.166666666666666,-4.166666666666666,10.416666666666668,-10.416666666666668,31.25,-31.25,False
image_8,G12,image_8__G12.jpg,51,48,37,52,False,1.9230769230769231,-1.9230769230769231,7.6923076923076925,-7.6923076923076925,28.846153846153843,-28.846153846153843,False
image_8,H1,image_8__H1.jpg,12,11,12,11,False,9.090909090909092,9.090909090909092,0.0,0.0,9.090909090909092,9.090909090909092,False
image_8,H2,image_8__H2.jpg,58,54,47,57,False,1.7543859649122806,1.7543859649122806,5.263157894736842,-5.263157894736842,17.543859649122805,-17.543859649122805,False
image_8,H3,image_8__H3.jpg,64,59,46,70,False,8.571428571428571,-8.571428571428571,15.714285714285714,-15.714285714285714,34.285714285714285,-34.285714285714285,False
image_8,H4,image_8__H4.jpg,61,56,48,65,False,6.153846153846154,-6.153846153846154,13.846153846153847,-13.846153846153847,26.153846153846157,-26.153846153846157,False
image_8,H5,image_8__H5.jpg,51,50,41,53,False,3.7735849056603774,-3.7735849056603774,5.660377358490567,-5.660377358490567,22.641509433962266,-22.641509433962266,False
image_8,H6,image_8__H6.jpg,57,51,39,56,True,,,,,,,False
image_8,H7,image_8__H7.jpg,67,66,54,70,False,4.285714285714286,-4.285714285714286,5.714285714285714,-5.714285714285714,22.857142857142858,-22.857142857142858,False
image_8,H8,image_8__H8.jpg,62,54,43,65,False,4.615384615384616,-4.615384615384616,16.923076923076923,-16.923076923076923,33.84615384615385,-33.84615384615385,False
image_8,H9,image_8__H9.jpg,52,48,37,53,True,,,,,,,False
image_8,H10,image_8__H10.jpg,51,46,41,51,False,0.0,0.0,9.803921568627452,-9.803921568627452,19.607843137254903,-19.607843137254903,False
image_8,H11,image_8__H11.jpg,62,55,47,63,False,1.5873015873015872,-1.5873015873015872,12.698412698412698,-12.698412698412698,25.396825396825395,-25.396825396825395,False
image_8,H12,image_8__H12.jpg,47,45,38,47,False,0.0,0.0,4.25531914893617,-4.25531914893617,19.148936170212767,-19.148936170212767,False
image_9,A1,image_9__A1.jpg,45,42,33,42,True,,,,,,,False
image_9,A2,image_9__A2.jpg,51,50,38,52,True,,,,,,,False
image_9,A3,image_9__A3.jpg,41,43,30,47,False,12.76595744680851,-12.76595744680851,8.51063829787234,-8.51063829787234,36.17021276595745,-36.17021276595745,False
image_9,A4,image_9__A4.jpg,41,40,32,41,False,0.0,0.0,2.4390243902439024,-2.4390243902439024,21.951219512195124,-21.951219512195124,False
image_9,A5,image_9__A5.jpg,50,48,34,51,False,1.9607843137254901,-1.9607843137254901,5.88235294117647,-5.88235294117647,33.33333333333333,-33.33333333333333,False
image_9,A6,image_9__A6.jpg,41,41,33,41,True,,,,,,,False
image_9,A7,image_9__A7.jpg,47,50,41,46,True,,,,,,,False
image_9,A8,image_9__A8.jpg,44,41,34,45,False,2.2222222222222223,-2.2222222222222223,8.88888888888889,-8.88888888888889,24.444444444444443,-24.444444444444443,False
image_9,A9,image_9__A9.jpg,39,37,26,36,True,,,,,,,False
image_9,A10,image_9__A10.jpg,40,39,25,40,False,0.0,0.0,2.5,-2.5,37.5,-37.5,False
image_9,A11,image_9__A11.jpg,27,27,25,27,False,0.0,0.0,0.0,0.0,7.4074074074074066,-7.4074074074074066,False
image_9,A12,image_9__A12.jpg,33,32,29,33,False,0.0,0.0,3.0303030303030303,-3.0303030303030303,12.121212121212121,-12.121212121212121,False
image_9,B1,image_9__B1.jpg,51,44,30,26,True,,,,,,,False
image_9,B2,image_9__B2.jpg,40,40,32,41,False,2.4390243902439024,-2.4390243902439024,2.4390243902439024,-2.4390243902439024,21.951219512195124,-21.951219512195124,False
image_9,B3,image_9__B3.jpg,45,45,30,47,False,4.25531914893617,-4.25531914893617,4.25531914893617,-4.25531914893617,36.17021276595745,-36.17021276595745,False
image_9,B4,image_9__B4.jpg,44,42,33,43,False,2.3255813953488373,2.3255813953488373,2.3255813953488373,-2.3255813953488373,23.25581395348837,-23.25581395348837,False
image_9,B5,image_9__B5.jpg,40,41,31,41,False,2.4390243902439024,-2.4390243902439024,0.0,0.0,24.390243902439025,-24.390243902439025,False
image_9,B6,image_9__B6.jpg,37,37,31,37,False,0.0,0.0,0.0,0.0,16.216216216216218,-16.216216216216218,False
image_9,B7,image_9__B7.jpg,23,24,20,23,False,0.0,0.0,4.3478260869565215,4.3478260869565215,13.043478260869565,-13.043478260869565,False
image_9,B8,image_9__B8.jpg,36,33,24,33,True,,,,,,,False
image_9,B9,image_9__B9.jpg,39,37,26,39,False,0.0,0.0,5.128205128205128,-5.128205128205128,33.33333333333333,-33.33333333333333,False
image_9,B10,image_9__B10.jpg,42,41,31,42,False,0.0,0.0,2.380952380952381,-2.380952380952381,26.190476190476193,-26.190476190476193,False
image_9,B11,image_9__B11.jpg,27,28,19,29,False,6.896551724137931,-6.896551724137931,3.4482758620689653,-3.4482758620689653,34.48275862068966,-34.48275862068966,False
image_9,B12,image_9__B12.jpg,42,41,28,43,False,2.3255813953488373,-2.3255813953488373,4.651162790697675,-4.651162790697675,34.883720930232556,-34.883720930232556,False
image_9,C1,image_9__C1.jpg,11,12,11,12,False,8.333333333333332,-8.333333333333332,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_9,C2,image_9__C2.jpg,44,38,27,41,True,,,,,,,False
image_9,C3,image_9__C3.jpg,38,37,25,25,True,,,,,,,False
image_9,C4,image_9__C4.jpg,31,33,26,36,False,13.88888888888889,-13.88888888888889,8.333333333333332,-8.333333333333332,27.77777777777778,-27.77777777777778,False
image_9,C5,image_9__C5.jpg,46,46,31,48,False,4.166666666666666,-4.166666666666666,4.166666666666666,-4.166666666666666,35.41666666666667,-35.41666666666667,False
image_9,C6,image_9__C6.jpg,33,31,22,35,False,5.714285714285714,-5.714285714285714,11.428571428571429,-11.428571428571429,37.142857142857146,-37.142857142857146,False
image_9,C7,image_9__C7.jpg,35,33,26,35,False,0.0,0.0,5.714285714285714,-5.714285714285714,25.71428571428571,-25.71428571428571,False
image_9,C8,image_9__C8.jpg,38,37,25,38,False,0.0,0.0,2.631578947368421,-2.631578947368421,34.21052631578947,-34.21052631578947,False
image_9,C9,image_9__C9.jpg,38,36,31,39,False,2.564102564102564,-2.564102564102564,7.6923076923076925,-7.6923076923076925,20.51282051282051,-20.51282051282051,False
image_9,C10,image_9__C10.jpg,34,34,27,34,False,0.0,0.0,0.0,0.0,20.588235294117645,-20.588235294117645,False
image_9,C11,image_9__C11.jpg,35,34,26,36,False,2.7777777777777777,-2.7777777777777777,5.555555555555555,-5.555555555555555,27.77777777777778,-27.77777777777778,False
image_9,C12,image_9__C12.jpg,32,32,28,33,False,3.0303030303030303,-3.0303030303030303,3.0303030303030303,-3.0303030303030303,15.151515151515152,-15.151515151515152,False
image_9,D1,image_9__D1.jpg,37,34,26,37,False,0.0,0.0,8.108108108108109,-8.108108108108109,29.72972972972973,-29.72972972972973,False
image_9,D2,image_9__D2.jpg,41,43,27,44,False,6.8181818181818175,-6.8181818181818175,2.272727272727273,-2.272727272727273,38.63636363636363,-38.63636363636363,False
image_9,D3,image_9__D3.jpg,43,41,31,47,False,8.51063829787234,-8.51063829787234,12.76595744680851,-12.76595744680851,34.04255319148936,-34.04255319148936,False
image_9,D4,image_9__D4.jpg,30,31,26,33,False,9.090909090909092,-9.090909090909092,6.0606060606060606,-6.0606060606060606,21.21212121212121,-21.21212121212121,False
image_9,D5,image_9__D5.jpg,30,29,23,31,False,3.225806451612903,-3.225806451612903,6.451612903225806,-6.451612903225806,25.806451612903224,-25.806451612903224,False
image_9,D6,image_9__D6.jpg,28,29,23,29,False,3.4482758620689653,-3.4482758620689653,0.0,0.0,20.689655172413794,-20.689655172413794,False
image_9,D7,image_9__D7.jpg,43,41,36,43,False,0.0,0.0,4.651162790697675,-4.651162790697675,16.27906976744186,-16.27906976744186,False
image_9,D8,image_9__D8.jpg,46,47,32,48,False,4.166666666666666,-4.166666666666666,2.083333333333333,-2.083333333333333,33.33333333333333,-33.33333333333333,False
image_9,D9,image_9__D9.jpg,42,39,27,27,True,,,,,,,False
image_9,D10,image_9__D10.jpg,24,26,21,19,True,,,,,,,False
image_9,D11,image_9__D11.jpg,44,44,30,34,True,,,,,,,False
image_9,D12,image_9__D12.jpg,35,36,23,36,False,2.7777777777777777,-2.7777777777777777,0.0,0.0,36.11111111111111,-36.11111111111111,False
image_9,E1,image_9__E1.jpg,41,40,34,33,True,,,,,,,False
image_9,E2,image_9__E2.jpg,35,38,26,37,False,5.405405405405405,-5.405405405405405,2.7027027027027026,2.7027027027027026,29.72972972972973,-29.72972972972973,False
image_9,E3,image_9__E3.jpg,38,38,29,39,False,2.564102564102564,-2.564102564102564,2.564102564102564,-2.564102564102564,25.64102564102564,-25.64102564102564,False
image_9,E4,image_9__E4.jpg,35,38,24,37,True,,,,,,,False
image_9,E5,image_9__E5.jpg,47,49,36,49,False,4.081632653061225,-4.081632653061225,0.0,0.0,26.53061224489796,-26.53061224489796,False
image_9,E6,image_9__E6.jpg,30,29,20,29,True,,,,,,,False
image_9,E7,image_9__E7.jpg,36,36,26,37,False,2.7027027027027026,-2.7027027027027026,2.7027027027027026,-2.7027027027027026,29.72972972972973,-29.72972972972973,False
image_9,E8,image_9__E8.jpg,41,38,25,31,True,,,,,,,False
image_9,E9,image_9__E9.jpg,27,26,20,28,False,3.571428571428571,-3.571428571428571,7.142857142857142,-7.142857142857142,28.57142857142857,-28.57142857142857,False
image_9,E10,image_9__E10.jpg,45,42,26,29,True,,,,,,,False
